developer-friendly name,VARIABLE NAME
1_yr_db_fed_repayment.ug_completer.count,DBRR1_FED_UGCOMP_N
1_yr_db_fed_repayment.ug_completer.numerator,DBRR1_FED_UGCOMP_NUM
1_yr_db_fed_repayment.ug_completer.denominator,DBRR1_FED_UGCOMP_DEN
1_yr_db_fed_repayment.ug_completer.rate,DBRR1_FED_UGCOMP_RT
1_yr_db_fed_repayment.ug_noncompleter.count,DBRR1_FED_UGNOCOMP_N
1_yr_db_fed_repayment.ug_noncompleter.numerator,DBRR1_FED_UGNOCOMP_NUM
1_yr_db_fed_repayment.ug_noncompleter.denominator,DBRR1_FED_UGNOCOMP_DEN
1_yr_db_fed_repayment.ug_noncompleter.rate,DBRR1_FED_UGNOCOMP_RT
1_yr_db_fed_repayment.ug_completer_unknown.count,DBRR1_FED_UGUNK_N
1_yr_db_fed_repayment.ug_completer_unknown.numerator,DBRR1_FED_UGUNK_NUM
1_yr_db_fed_repayment.ug_completer_unknown.denominator,DBRR1_FED_UGUNK_DEN
1_yr_db_fed_repayment.ug_completer_unknown.rate,DBRR1_FED_UGUNK_RT
1_yr_db_fed_repayment.gr_completer.count,DBRR1_FED_GRCOMP_N
1_yr_db_fed_repayment.gr_completer.numerator,DBRR1_FED_GRCOMP_NUM
1_yr_db_fed_repayment.gr_completer.denominator,DBRR1_FED_GRCOMP_DEN
1_yr_db_fed_repayment.gr_completer.rate,DBRR1_FED_GRCOMP_RT
1_yr_db_fed_repayment.gr_noncompleter.count,DBRR1_FED_GRNOCOMP_N
1_yr_db_fed_repayment.gr_noncompleter.numerator,DBRR1_FED_GRNOCOMP_NUM
1_yr_db_fed_repayment.gr_noncompleter.denominator,DBRR1_FED_GRNOCOMP_DEN
1_yr_db_fed_repayment.gr_noncompleter.rate,DBRR1_FED_GRNOCOMP_RT
4_yr_db_fed_repayment.ug.count,DBRR4_FED_UG_N
4_yr_db_fed_repayment.ug.numerator,DBRR4_FED_UG_NUM
4_yr_db_fed_repayment.ug.denominator,DBRR4_FED_UG_DEN
4_yr_db_fed_repayment.ug.rate,DBRR4_FED_UG_RT
4_yr_db_fed_repayment.gr.count,DBRR4_FED_GR_N
4_yr_db_fed_repayment.gr.numerator,DBRR4_FED_GR_NUM
4_yr_db_fed_repayment.gr.denominator,DBRR4_FED_GR_DEN
4_yr_db_fed_repayment.gr.rate,DBRR4_FED_GR_RT
4_yr_db_fed_repayment.ug_completer.count,DBRR4_FED_UGCOMP_N
4_yr_db_fed_repayment.ug_completer.numerator,DBRR4_FED_UGCOMP_NUM
4_yr_db_fed_repayment.ug_completer.denominator,DBRR4_FED_UGCOMP_DEN
4_yr_db_fed_repayment.ug_completer.rate,DBRR4_FED_UGCOMP_RT
4_yr_db_fed_repayment.ug_noncompleter.count,DBRR4_FED_UGNOCOMP_N
4_yr_db_fed_repayment.ug_noncompleter.numerator,DBRR4_FED_UGNOCOMP_NUM
4_yr_db_fed_repayment.ug_noncompleter.denominator,DBRR4_FED_UGNOCOMP_DEN
4_yr_db_fed_repayment.ug_noncompleter.rate,DBRR4_FED_UGNOCOMP_RT
4_yr_db_fed_repayment.ug_completer_unknown.count,DBRR4_FED_UGUNK_N
4_yr_db_fed_repayment.ug_completer_unknown.numerator,DBRR4_FED_UGUNK_NUM
4_yr_db_fed_repayment.ug_completer_unknown.denominator,DBRR4_FED_UGUNK_DEN
4_yr_db_fed_repayment.ug_completer_unknown.rate,DBRR4_FED_UGUNK_RT
5_yr_db_fed_repayment.ug.count,DBRR5_FED_UG_N
5_yr_db_fed_repayment.ug.numerator,DBRR5_FED_UG_NUM
5_yr_db_fed_repayment.ug.denominator,DBRR5_FED_UG_DEN
5_yr_db_fed_repayment.ug.rate,DBRR5_FED_UG_RT
5_yr_db_fed_repayment.gr.count,DBRR5_FED_GR_N
5_yr_db_fed_repayment.gr.numerator,DBRR5_FED_GR_NUM
5_yr_db_fed_repayment.gr.denominator,DBRR5_FED_GR_DEN
5_yr_db_fed_repayment.gr.rate,DBRR5_FED_GR_RT
10_yr_db_fed_repayment.ug.count,DBRR10_FED_UG_N
10_yr_db_fed_repayment.ug.numerator,DBRR10_FED_UG_NUM
10_yr_db_fed_repayment.ug.denominator,DBRR10_FED_UG_DEN
10_yr_db_fed_repayment.ug.rate,DBRR10_FED_UG_RT
10_yr_db_fed_repayment.gr.count,DBRR10_FED_GR_N
10_yr_db_fed_repayment.gr.numerator,DBRR10_FED_GR_NUM
10_yr_db_fed_repayment.gr.denominator,DBRR10_FED_GR_DEN
10_yr_db_fed_repayment.gr.rate,DBRR10_FED_GR_RT
20_yr_db_fed_repayment.ug.count,DBRR20_FED_UG_N
20_yr_db_fed_repayment.ug.numerator,DBRR20_FED_UG_NUM
20_yr_db_fed_repayment.ug.denominator,DBRR20_FED_UG_DEN
20_yr_db_fed_repayment.ug.rate,DBRR20_FED_UG_RT
20_yr_db_fed_repayment.gr.count,DBRR20_FED_GR_N
20_yr_db_fed_repayment.gr.numerator,DBRR20_FED_GR_NUM
20_yr_db_fed_repayment.gr.denominator,DBRR20_FED_GR_DEN
20_yr_db_fed_repayment.gr.rate,DBRR20_FED_GR_RT
1_yr_db_pp_repayment.ug.count,DBRR1_PP_UG_N
1_yr_db_pp_repayment.ug.numerator,DBRR1_PP_UG_NUM
1_yr_db_pp_repayment.ug.denominator,DBRR1_PP_UG_DEN
1_yr_db_pp_repayment.ug.rate,DBRR1_PP_UG_RT
1_yr_db_pp_repayment.ug_completer.count,DBRR1_PP_UGCOMP_N
1_yr_db_pp_repayment.ug_completer.numerator,DBRR1_PP_UGCOMP_NUM
1_yr_db_pp_repayment.ug_completer.denominator,DBRR1_PP_UGCOMP_DEN
1_yr_db_pp_repayment.ug_completer.rate,DBRR1_PP_UGCOMP_RT
1_yr_db_pp_repayment.ug_noncompleter.count,DBRR1_PP_UGNOCOMP_N
1_yr_db_pp_repayment.ug_noncompleter.numerator,DBRR1_PP_UGNOCOMP_NUM
1_yr_db_pp_repayment.ug_noncompleter.denominator,DBRR1_PP_UGNOCOMP_DEN
1_yr_db_pp_repayment.ug_noncompleter.rate,DBRR1_PP_UGNOCOMP_RT
1_yr_db_pp_repayment.ug_completer_unknown.count,DBRR1_PP_UGUNK_N
1_yr_db_pp_repayment.ug_completer_unknown.numerator,DBRR1_PP_UGUNK_NUM
1_yr_db_pp_repayment.ug_completer_unknown.denominator,DBRR1_PP_UGUNK_DEN
1_yr_db_pp_repayment.ug_completer_unknown.rate,DBRR1_PP_UGUNK_RT
4_yr_db_pp_repayment.ug.count,DBRR4_PP_UG_N
4_yr_db_pp_repayment.ug.numerator,DBRR4_PP_UG_NUM
4_yr_db_pp_repayment.ug.denominator,DBRR4_PP_UG_DEN
4_yr_db_pp_repayment.ug.rate,DBRR4_PP_UG_RT
4_yr_db_pp_repayment.ug_completer.count,DBRR4_PP_UGCOMP_N
4_yr_db_pp_repayment.ug_completer.numerator,DBRR4_PP_UGCOMP_NUM
4_yr_db_pp_repayment.ug_completer.denominator,DBRR4_PP_UGCOMP_DEN
4_yr_db_pp_repayment.ug_completer.rate,DBRR4_PP_UGCOMP_RT
4_yr_db_pp_repayment.ug_noncompleter.count,DBRR4_PP_UGNOCOMP_N
4_yr_db_pp_repayment.ug_noncompleter.numerator,DBRR4_PP_UGNOCOMP_NUM
4_yr_db_pp_repayment.ug_noncompleter.denominator,DBRR4_PP_UGNOCOMP_DEN
4_yr_db_pp_repayment.ug_noncompleter.rate,DBRR4_PP_UGNOCOMP_RT
4_yr_db_pp_repayment.ug_completer_unknown.count,DBRR4_PP_UGUNK_N
4_yr_db_pp_repayment.ug_completer_unknown.numerator,DBRR4_PP_UGUNK_NUM
4_yr_db_pp_repayment.ug_completer_unknown.denominator,DBRR4_PP_UGUNK_DEN
4_yr_db_pp_repayment.ug_completer_unknown.rate,DBRR4_PP_UGUNK_RT
5_yr_db_pp_repayment.ug.count,DBRR5_PP_UG_N
5_yr_db_pp_repayment.ug.numerator,DBRR5_PP_UG_NUM
5_yr_db_pp_repayment.ug.denominator,DBRR5_PP_UG_DEN
5_yr_db_pp_repayment.ug.rate,DBRR5_PP_UG_RT
10_yr_db_pp_repayment.ug.count,DBRR10_PP_UG_N
10_yr_db_pp_repayment.ug.numerator,DBRR10_PP_UG_NUM
10_yr_db_pp_repayment.ug.denominator,DBRR10_PP_UG_DEN
10_yr_db_pp_repayment.ug.rate,DBRR10_PP_UG_RT
20_yr_db_pp_repayment.ug.count,DBRR20_PP_UG_N
20_yr_db_pp_repayment.ug.numerator,DBRR20_PP_UG_NUM
20_yr_db_pp_repayment.ug.denominator,DBRR20_PP_UG_DEN
20_yr_db_pp_repayment.ug.rate,DBRR20_PP_UG_RT
1_yr_bb_fed_repayment.ug.count,BBRR1_FED_UG_N
1_yr_bb_fed_repayment.ug.default,BBRR1_FED_UG_DFLT
1_yr_bb_fed_repayment.ug.delinquent,BBRR1_FED_UG_DLNQ
1_yr_bb_fed_repayment.ug.forbearance,BBRR1_FED_UG_FBR
1_yr_bb_fed_repayment.ug.deferment,BBRR1_FED_UG_DFR
1_yr_bb_fed_repayment.ug.noprogress,BBRR1_FED_UG_NOPROG
1_yr_bb_fed_repayment.ug.makingprogress,BBRR1_FED_UG_MAKEPROG
1_yr_bb_fed_repayment.ug.fullypaid,BBRR1_FED_UG_PAIDINFULL
1_yr_bb_fed_repayment.ug.discharge,BBRR1_FED_UG_DISCHARGE
1_yr_bb_fed_repayment.ugcomp.count,BBRR1_FED_UGCOMP_N
1_yr_bb_fed_repayment.ugcomp.default,BBRR1_FED_UGCOMP_DFLT
1_yr_bb_fed_repayment.ugcomp.delinquent,BBRR1_FED_UGCOMP_DLNQ
1_yr_bb_fed_repayment.ugcomp.forbearance,BBRR1_FED_UGCOMP_FBR
1_yr_bb_fed_repayment.ugcomp.deferment,BBRR1_FED_UGCOMP_DFR
1_yr_bb_fed_repayment.ugcomp.noprogress,BBRR1_FED_UGCOMP_NOPROG
1_yr_bb_fed_repayment.ugcomp.makingprogress,BBRR1_FED_UGCOMP_MAKEPROG
1_yr_bb_fed_repayment.ugcomp.fullypaid,BBRR1_FED_UGCOMP_PAIDINFULL
1_yr_bb_fed_repayment.ugcomp.discharge,BBRR1_FED_UGCOMP_DISCHARGE
1_yr_bb_fed_repayment.ugnocomp.count,BBRR1_FED_UGNOCOMP_N
1_yr_bb_fed_repayment.ugnocomp.default,BBRR1_FED_UGNOCOMP_DFLT
1_yr_bb_fed_repayment.ugnocomp.delinquent,BBRR1_FED_UGNOCOMP_DLNQ
1_yr_bb_fed_repayment.ugnocomp.forbearance,BBRR1_FED_UGNOCOMP_FBR
1_yr_bb_fed_repayment.ugnocomp.deferment,BBRR1_FED_UGNOCOMP_DFR
1_yr_bb_fed_repayment.ugnocomp.noprogress,BBRR1_FED_UGNOCOMP_NOPROG
1_yr_bb_fed_repayment.ugnocomp.makingprogress,BBRR1_FED_UGNOCOMP_MAKEPROG
1_yr_bb_fed_repayment.ugnocomp.fullypaid,BBRR1_FED_UGNOCOMP_PAIDINFULL
1_yr_bb_fed_repayment.ugnocomp.discharge,BBRR1_FED_UGNOCOMP_DISCHARGE
1_yr_bb_fed_repayment.ugunkcomp.count,BBRR1_FED_UGUNK_N
1_yr_bb_fed_repayment.ugunkcomp.default,BBRR1_FED_UGUNK_DFLT
1_yr_bb_fed_repayment.ugunkcomp.delinquent,BBRR1_FED_UGUNK_DLNQ
1_yr_bb_fed_repayment.ugunkcomp.forbearance,BBRR1_FED_UGUNK_FBR
1_yr_bb_fed_repayment.ugunkcomp.deferment,BBRR1_FED_UGUNK_DFR
1_yr_bb_fed_repayment.ugunkcomp.noprogress,BBRR1_FED_UGUNK_NOPROG
1_yr_bb_fed_repayment.ugunkcomp.makingprogress,BBRR1_FED_UGUNK_MAKEPROG
1_yr_bb_fed_repayment.ugunkcomp.fullypaid,BBRR1_FED_UGUNK_PAIDINFULL
1_yr_bb_fed_repayment.ugunkcomp.discharge,BBRR1_FED_UGUNK_DISCHARGE
1_yr_bb_fed_repayment.gr.count,BBRR1_FED_GR_N
1_yr_bb_fed_repayment.gr.default,BBRR1_FED_GR_DFLT
1_yr_bb_fed_repayment.gr.delinquent,BBRR1_FED_GR_DLNQ
1_yr_bb_fed_repayment.gr.forbearance,BBRR1_FED_GR_FBR
1_yr_bb_fed_repayment.gr.deferment,BBRR1_FED_GR_DFR
1_yr_bb_fed_repayment.gr.noprogress,BBRR1_FED_GR_NOPROG
1_yr_bb_fed_repayment.gr.makingprogress,BBRR1_FED_GR_MAKEPROG
1_yr_bb_fed_repayment.gr.fullypaid,BBRR1_FED_GR_PAIDINFULL
1_yr_bb_fed_repayment.gr.discharge,BBRR1_FED_GR_DISCHARGE
1_yr_bb_fed_repayment.grcomp.count,BBRR1_FED_GRCOMP_N
1_yr_bb_fed_repayment.grcomp.default,BBRR1_FED_GRCOMP_DFLT
1_yr_bb_fed_repayment.grcomp.delinquent,BBRR1_FED_GRCOMP_DLNQ
1_yr_bb_fed_repayment.grcomp.forbearance,BBRR1_FED_GRCOMP_FBR
1_yr_bb_fed_repayment.grcomp.deferment,BBRR1_FED_GRCOMP_DFR
1_yr_bb_fed_repayment.grcomp.noprogress,BBRR1_FED_GRCOMP_NOPROG
1_yr_bb_fed_repayment.grcomp.makingprogress,BBRR1_FED_GRCOMP_MAKEPROG
1_yr_bb_fed_repayment.grcomp.fullypaid,BBRR1_FED_GRCOMP_PAIDINFULL
1_yr_bb_fed_repayment.grcomp.discharge,BBRR1_FED_GRCOMP_DISCHARGE
1_yr_bb_fed_repayment.grnocomp.count,BBRR1_FED_GRNOCOMP_N
1_yr_bb_fed_repayment.grnocomp.default,BBRR1_FED_GRNOCOMP_DFLT
1_yr_bb_fed_repayment.grnocomp.delinquent,BBRR1_FED_GRNOCOMP_DLNQ
1_yr_bb_fed_repayment.grnocomp.forbearance,BBRR1_FED_GRNOCOMP_FBR
1_yr_bb_fed_repayment.grnocomp.deferment,BBRR1_FED_GRNOCOMP_DFR
1_yr_bb_fed_repayment.grnocomp.noprogress,BBRR1_FED_GRNOCOMP_NOPROG
1_yr_bb_fed_repayment.grnocomp.makingprogress,BBRR1_FED_GRNOCOMP_MAKEPROG
1_yr_bb_fed_repayment.grnocomp.fullypaid,BBRR1_FED_GRNOCOMP_PAIDINFULL
1_yr_bb_fed_repayment.grnocomp.discharge,BBRR1_FED_GRNOCOMP_DISCHARGE
1_yr_bb_pp_repayment.ug.count,BBRR1_PP_UG_N
1_yr_bb_pp_repayment.ug.default,BBRR1_PP_UG_DFLT
1_yr_bb_pp_repayment.ug.delinquent,BBRR1_PP_UG_DLNQ
1_yr_bb_pp_repayment.ug.forbearance,BBRR1_PP_UG_FBR
1_yr_bb_pp_repayment.ug.deferment,BBRR1_PP_UG_DFR
1_yr_bb_pp_repayment.ug.noprogress,BBRR1_PP_UG_NOPROG
1_yr_bb_pp_repayment.ug.makingprogress,BBRR1_PP_UG_MAKEPROG
1_yr_bb_pp_repayment.ug.fullypaid,BBRR1_PP_UG_PAIDINFULL
1_yr_bb_pp_repayment.ug.discharge,BBRR1_PP_UG_DISCHARGE
1_yr_bb_pp_repayment.ugcomp.count,BBRR1_PP_UGCOMP_N
1_yr_bb_pp_repayment.ugcomp.default,BBRR1_PP_UGCOMP_DFLT
1_yr_bb_pp_repayment.ugcomp.delinquent,BBRR1_PP_UGCOMP_DLNQ
1_yr_bb_pp_repayment.ugcomp.forbearance,BBRR1_PP_UGCOMP_FBR
1_yr_bb_pp_repayment.ugcomp.deferment,BBRR1_PP_UGCOMP_DFR
1_yr_bb_pp_repayment.ugcomp.noprogress,BBRR1_PP_UGCOMP_NOPROG
1_yr_bb_pp_repayment.ugcomp.makingprogress,BBRR1_PP_UGCOMP_MAKEPROG
1_yr_bb_pp_repayment.ugcomp.fullypaid,BBRR1_PP_UGCOMP_PAIDINFULL
1_yr_bb_pp_repayment.ugcomp.discharge,BBRR1_PP_UGCOMP_DISCHARGE
1_yr_bb_pp_repayment.ugnocomp.count,BBRR1_PP_UGNOCOMP_N
1_yr_bb_pp_repayment.ugnocomp.default,BBRR1_PP_UGNOCOMP_DFLT
1_yr_bb_pp_repayment.ugnocomp.delinquent,BBRR1_PP_UGNOCOMP_DLNQ
1_yr_bb_pp_repayment.ugnocomp.forbearance,BBRR1_PP_UGNOCOMP_FBR
1_yr_bb_pp_repayment.ugnocomp.deferment,BBRR1_PP_UGNOCOMP_DFR
1_yr_bb_pp_repayment.ugnocomp.noprogress,BBRR1_PP_UGNOCOMP_NOPROG
1_yr_bb_pp_repayment.ugnocomp.makingprogress,BBRR1_PP_UGNOCOMP_MAKEPROG
1_yr_bb_pp_repayment.ugnocomp.fullypaid,BBRR1_PP_UGNOCOMP_PAIDINFULL
1_yr_bb_pp_repayment.ugnocomp.discharge,BBRR1_PP_UGNOCOMP_DISCHARGE
1_yr_bb_pp_repayment.ugunkcomp.count,BBRR1_PP_UGUNK_N
1_yr_bb_pp_repayment.ugunkcomp.default,BBRR1_PP_UGUNK_DFLT
1_yr_bb_pp_repayment.ugunkcomp.delinquent,BBRR1_PP_UGUNK_DLNQ
1_yr_bb_pp_repayment.ugunkcomp.forbearance,BBRR1_PP_UGUNK_FBR
1_yr_bb_pp_repayment.ugunkcomp.deferment,BBRR1_PP_UGUNK_DFR
1_yr_bb_pp_repayment.ugunkcomp.noprogress,BBRR1_PP_UGUNK_NOPROG
1_yr_bb_pp_repayment.ugunkcomp.makingprogress,BBRR1_PP_UGUNK_MAKEPROG
1_yr_bb_pp_repayment.ugunkcomp.fullypaid,BBRR1_PP_UGUNK_PAIDINFULL
1_yr_bb_pp_repayment.ugunkcomp.discharge,BBRR1_PP_UGUNK_DISCHARGE
2_yr_bb_fed_repayment.ug.count,BBRR2_FED_UG_N
2_yr_bb_fed_repayment.ug.default,BBRR2_FED_UG_DFLT
2_yr_bb_fed_repayment.ug.delinquent,BBRR2_FED_UG_DLNQ
2_yr_bb_fed_repayment.ug.forbearance,BBRR2_FED_UG_FBR
2_yr_bb_fed_repayment.ug.deferment,BBRR2_FED_UG_DFR
2_yr_bb_fed_repayment.ug.noprogress,BBRR2_FED_UG_NOPROG
2_yr_bb_fed_repayment.ug.makingprogress,BBRR2_FED_UG_MAKEPROG
2_yr_bb_fed_repayment.ug.fullypaid,BBRR2_FED_UG_PAIDINFULL
2_yr_bb_fed_repayment.ug.discharge,BBRR2_FED_UG_DISCHARGE
2_yr_bb_fed_repayment.ugcomp.count,BBRR2_FED_UGCOMP_N
2_yr_bb_fed_repayment.ugcomp.default,BBRR2_FED_UGCOMP_DFLT
2_yr_bb_fed_repayment.ugcomp.delinquent,BBRR2_FED_UGCOMP_DLNQ
2_yr_bb_fed_repayment.ugcomp.forbearance,BBRR2_FED_UGCOMP_FBR
2_yr_bb_fed_repayment.ugcomp.deferment,BBRR2_FED_UGCOMP_DFR
2_yr_bb_fed_repayment.ugcomp.noprogress,BBRR2_FED_UGCOMP_NOPROG
2_yr_bb_fed_repayment.ugcomp.makingprogress,BBRR2_FED_UGCOMP_MAKEPROG
2_yr_bb_fed_repayment.ugcomp.fullypaid,BBRR2_FED_UGCOMP_PAIDINFULL
2_yr_bb_fed_repayment.ugcomp.discharge,BBRR2_FED_UGCOMP_DISCHARGE
2_yr_bb_fed_repayment.ugnocomp.count,BBRR2_FED_UGNOCOMP_N
2_yr_bb_fed_repayment.ugnocomp.default,BBRR2_FED_UGNOCOMP_DFLT
2_yr_bb_fed_repayment.ugnocomp.delinquent,BBRR2_FED_UGNOCOMP_DLNQ
2_yr_bb_fed_repayment.ugnocomp.forbearance,BBRR2_FED_UGNOCOMP_FBR
2_yr_bb_fed_repayment.ugnocomp.deferment,BBRR2_FED_UGNOCOMP_DFR
2_yr_bb_fed_repayment.ugnocomp.noprogress,BBRR2_FED_UGNOCOMP_NOPROG
2_yr_bb_fed_repayment.ugnocomp.makingprogress,BBRR2_FED_UGNOCOMP_MAKEPROG
2_yr_bb_fed_repayment.ugnocomp.fullypaid,BBRR2_FED_UGNOCOMP_PAIDINFULL
2_yr_bb_fed_repayment.ugnocomp.discharge,BBRR2_FED_UGNOCOMP_DISCHARGE
2_yr_bb_fed_repayment.ugunkcomp.count,BBRR2_FED_UGUNK_N
2_yr_bb_fed_repayment.ugunkcomp.default,BBRR2_FED_UGUNK_DFLT
2_yr_bb_fed_repayment.ugunkcomp.delinquent,BBRR2_FED_UGUNK_DLNQ
2_yr_bb_fed_repayment.ugunkcomp.forbearance,BBRR2_FED_UGUNK_FBR
2_yr_bb_fed_repayment.ugunkcomp.deferment,BBRR2_FED_UGUNK_DFR
2_yr_bb_fed_repayment.ugunkcomp.noprogress,BBRR2_FED_UGUNK_NOPROG
2_yr_bb_fed_repayment.ugunkcomp.makingprogress,BBRR2_FED_UGUNK_MAKEPROG
2_yr_bb_fed_repayment.ugunkcomp.fullypaid,BBRR2_FED_UGUNK_PAIDINFULL
2_yr_bb_fed_repayment.ugunkcomp.discharge,BBRR2_FED_UGUNK_DISCHARGE
2_yr_bb_fed_repayment.gr.count,BBRR2_FED_GR_N
2_yr_bb_fed_repayment.gr.default,BBRR2_FED_GR_DFLT
2_yr_bb_fed_repayment.gr.delinquent,BBRR2_FED_GR_DLNQ
2_yr_bb_fed_repayment.gr.forbearance,BBRR2_FED_GR_FBR
2_yr_bb_fed_repayment.gr.deferment,BBRR2_FED_GR_DFR
2_yr_bb_fed_repayment.gr.noprogress,BBRR2_FED_GR_NOPROG
2_yr_bb_fed_repayment.gr.makingprogress,BBRR2_FED_GR_MAKEPROG
2_yr_bb_fed_repayment.gr.fullypaid,BBRR2_FED_GR_PAIDINFULL
2_yr_bb_fed_repayment.gr.discharge,BBRR2_FED_GR_DISCHARGE
2_yr_bb_fed_repayment.grcomp.count,BBRR2_FED_GRCOMP_N
2_yr_bb_fed_repayment.grcomp.default,BBRR2_FED_GRCOMP_DFLT
2_yr_bb_fed_repayment.grcomp.delinquent,BBRR2_FED_GRCOMP_DLNQ
2_yr_bb_fed_repayment.grcomp.forbearance,BBRR2_FED_GRCOMP_FBR
2_yr_bb_fed_repayment.grcomp.deferment,BBRR2_FED_GRCOMP_DFR
2_yr_bb_fed_repayment.grcomp.noprogress,BBRR2_FED_GRCOMP_NOPROG
2_yr_bb_fed_repayment.grcomp.makingprogress,BBRR2_FED_GRCOMP_MAKEPROG
2_yr_bb_fed_repayment.grcomp.fullypaid,BBRR2_FED_GRCOMP_PAIDINFULL
2_yr_bb_fed_repayment.grcomp.discharge,BBRR2_FED_GRCOMP_DISCHARGE
2_yr_bb_fed_repayment.grnocomp.count,BBRR2_FED_GRNOCOMP_N
2_yr_bb_fed_repayment.grnocomp.default,BBRR2_FED_GRNOCOMP_DFLT
2_yr_bb_fed_repayment.grnocomp.delinquent,BBRR2_FED_GRNOCOMP_DLNQ
2_yr_bb_fed_repayment.grnocomp.forbearance,BBRR2_FED_GRNOCOMP_FBR
2_yr_bb_fed_repayment.grnocomp.deferment,BBRR2_FED_GRNOCOMP_DFR
2_yr_bb_fed_repayment.grnocomp.noprogress,BBRR2_FED_GRNOCOMP_NOPROG
2_yr_bb_fed_repayment.grnocomp.makingprogress,BBRR2_FED_GRNOCOMP_MAKEPROG
2_yr_bb_fed_repayment.grnocomp.fullypaid,BBRR2_FED_GRNOCOMP_PAIDINFULL
2_yr_bb_fed_repayment.grnocomp.discharge,BBRR2_FED_GRNOCOMP_DISCHARGE
2_yr_bb_pp_repayment.ug.count,BBRR2_PP_UG_N
2_yr_bb_pp_repayment.ug.default,BBRR2_PP_UG_DFLT
2_yr_bb_pp_repayment.ug.delinquent,BBRR2_PP_UG_DLNQ
2_yr_bb_pp_repayment.ug.forbearance,BBRR2_PP_UG_FBR
2_yr_bb_pp_repayment.ug.deferment,BBRR2_PP_UG_DFR
2_yr_bb_pp_repayment.ug.noprogress,BBRR2_PP_UG_NOPROG
2_yr_bb_pp_repayment.ug.makingprogress,BBRR2_PP_UG_MAKEPROG
2_yr_bb_pp_repayment.ug.fullypaid,BBRR2_PP_UG_PAIDINFULL
2_yr_bb_pp_repayment.ug.discharge,BBRR2_PP_UG_DISCHARGE
2_yr_bb_pp_repayment.ugcomp.count,BBRR2_PP_UGCOMP_N
2_yr_bb_pp_repayment.ugcomp.default,BBRR2_PP_UGCOMP_DFLT
2_yr_bb_pp_repayment.ugcomp.delinquent,BBRR2_PP_UGCOMP_DLNQ
2_yr_bb_pp_repayment.ugcomp.forbearance,BBRR2_PP_UGCOMP_FBR
2_yr_bb_pp_repayment.ugcomp.deferment,BBRR2_PP_UGCOMP_DFR
2_yr_bb_pp_repayment.ugcomp.noprogress,BBRR2_PP_UGCOMP_NOPROG
2_yr_bb_pp_repayment.ugcomp.makingprogress,BBRR2_PP_UGCOMP_MAKEPROG
2_yr_bb_pp_repayment.ugcomp.fullypaid,BBRR2_PP_UGCOMP_PAIDINFULL
2_yr_bb_pp_repayment.ugcomp.discharge,BBRR2_PP_UGCOMP_DISCHARGE
2_yr_bb_pp_repayment.ugnocomp.count,BBRR2_PP_UGNOCOMP_N
2_yr_bb_pp_repayment.ugnocomp.default,BBRR2_PP_UGNOCOMP_DFLT
2_yr_bb_pp_repayment.ugnocomp.delinquent,BBRR2_PP_UGNOCOMP_DLNQ
2_yr_bb_pp_repayment.ugnocomp.forbearance,BBRR2_PP_UGNOCOMP_FBR
2_yr_bb_pp_repayment.ugnocomp.deferment,BBRR2_PP_UGNOCOMP_DFR
2_yr_bb_pp_repayment.ugnocomp.noprogress,BBRR2_PP_UGNOCOMP_NOPROG
2_yr_bb_pp_repayment.ugnocomp.makingprogress,BBRR2_PP_UGNOCOMP_MAKEPROG
2_yr_bb_pp_repayment.ugnocomp.fullypaid,BBRR2_PP_UGNOCOMP_PAIDINFULL
2_yr_bb_pp_repayment.ugnocomp.discharge,BBRR2_PP_UGNOCOMP_DISCHARGE
2_yr_bb_pp_repayment.ugunkcomp.count,BBRR2_PP_UGUNK_N
2_yr_bb_pp_repayment.ugunkcomp.default,BBRR2_PP_UGUNK_DFLT
2_yr_bb_pp_repayment.ugunkcomp.delinquent,BBRR2_PP_UGUNK_DLNQ
2_yr_bb_pp_repayment.ugunkcomp.forbearance,BBRR2_PP_UGUNK_FBR
2_yr_bb_pp_repayment.ugunkcomp.deferment,BBRR2_PP_UGUNK_DFR
2_yr_bb_pp_repayment.ugunkcomp.noprogress,BBRR2_PP_UGUNK_NOPROG
2_yr_bb_pp_repayment.ugunkcomp.makingprogress,BBRR2_PP_UGUNK_MAKEPROG
2_yr_bb_pp_repayment.ugunkcomp.fullypaid,BBRR2_PP_UGUNK_PAIDINFULL
2_yr_bb_pp_repayment.ugunkcomp.discharge,BBRR2_PP_UGUNK_DISCHARGE
2_yr_bb_fed_repayment_suppressed.ug.count,BBRR2_FED_UG_N_SUPP
2_yr_bb_fed_repayment_suppressed.ug.default,BBRR2_FED_UG_DFLT_SUPP
2_yr_bb_fed_repayment_suppressed.ug.delinquent,BBRR2_FED_UG_DLNQ_SUPP
2_yr_bb_fed_repayment_suppressed.ug.forbearance,BBRR2_FED_UG_FBR_SUPP
2_yr_bb_fed_repayment_suppressed.ug.deferment,BBRR2_FED_UG_DFR_SUPP
2_yr_bb_fed_repayment_suppressed.ug.noprogress,BBRR2_FED_UG_NOPROG_SUPP
2_yr_bb_fed_repayment_suppressed.ug.makingprogress,BBRR2_FED_UG_MAKEPROG_SUPP
2_yr_bb_fed_repayment_suppressed.ug.fullypaid,BBRR2_FED_UG_PAIDINFULL_SUPP
2_yr_bb_fed_repayment_suppressed.ug.discharge,BBRR2_FED_UG_DISCHARGE_SUPP
